# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
VETIVERIA ZIZANOIDES ROOT POWDER,skin conditioning
VETIVERIA ZIZANOIDES ROOT WATER,skin conditioning
VETIVEROL,perfuming
VETIVERYL ACETATE,perfuming
VIBRIO ALGINOLYTICUS FERMENT FILTRATE,abrasive;skin conditioning
VIBURNUM AWABUKI LEAF EXTRACT,antioxidant
VIBURNUM DILATATUM LEAF/STEM EXTRACT,antimicrobial;antioxidant;skin conditioning;skin conditioning - emollient;skin protecting
VIBURNUM LANTANA BUD EXTRACT,skin conditioning
VIBURNUM OPULUS BARK EXTRACT,astringent;skin conditioning
VIBURNUM OPULUS EXTRACT,antioxidant;humectant;skin conditioning;skin conditioning - emollient
VIBURNUM PRUNIFOLIUM EXTRACT,fragrance;skin conditioning
VICIA FABA SEED EXTRACT,skin conditioning
VICIA SATIVA EXTRACT,skin conditioning
VICIA SATIVA SYMBIOSOME EXTRACT,antioxidant;skin conditioning
VICTORIA AMAZONICA EXTRACT,skin conditioning;skin conditioning - emollient
VICTORIA AMAZONICA FLOWER EXTRACT,hair conditioning;skin conditioning
VICTORIA AMAZONICA LEAF EXTRACT,humectant;skin conditioning
VICTORIA CRUZIANA FLOWER EXTRACT,humectant
VIGNA ACONITIFOLIA SEED EXTRACT,skin conditioning
VIGNA ANGULARIS SEED EXTRACT,skin protecting
VIGNA ANGULARIS SEEDCOAT EXTRACT,humectant;skin conditioning;skin protecting
VIGNA RADIATA SEED EXTRACT,skin conditioning
VIGNA RADIATA SEED OIL,skin conditioning
VIGNA UMBELLATA SEED EXTRACT,skin conditioning
VINCA MAJOR EXTRACT,skin conditioning
VINCA MINOR EXTRACT,skin conditioning
VINCA MINOR LEAF EXTRACT,skin conditioning
VINCETOXICUM ATRATUM EXTRACT,skin conditioning
VINCETOXICUM ATRATUM ROOT EXTRACT,skin conditioning;skin conditioning - emollient
VINCETOXICUM ATRATUM ROOT POWDER,skin conditioning
VINCETOXICUM HIRUNDINARIA ROOT EXTRACT,skin conditioning
VINEGAR,not reported
VINEGAR EXTRACT,hair conditioning;skin conditioning;skin conditioning - emollient;skin protecting
VINYL ACETATE,cleansing
VINYL ALCOHOL/VINYLFORMAMIDE COPOLYMER,binding;emulsion stabilising;film forming;hair conditioning;hair fixing;nail conditioning;viscosity controlling
VINYL BUTETH-25/SODIUM MALEATE COPOLYMER,surfactant - cleansing
VINYL CAPROLACTAM/VP/DIMETHYLAMINOETHYL METHACRYLATE COPOLYMER,film forming;hair fixing;skin conditioning
VINYL CHLORIDE,not reported
VINYL CHLORIDE/VINYL LAURATE COPOLYMER,film forming
VINYL CYCLOHEXENE CARBOXALDEHYDE,fragrance
VINYL DIMETHICONE,viscosity controlling
VINYL DIMETHICONE/LAURYL DIMETHICONE CROSSPOLYMER,surfactant - cleansing;viscosity controlling
VINYL DIMETHICONE/LAURYL/BEHENYL DIMETHICONE CROSSPOLYMER,skin conditioning
VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER,viscosity controlling
VINYL DIPHENYL DIMETHICONE,antistatic;hair conditioning;skin conditioning;skin conditioning - emollient;slip modifier
VINYL GUAIACOL,perfuming
VINYLAMINE/VINYL ALCOHOL COPOLYMER,film forming;hair fixing
VINYLAMINE/VINYLFORMAMIDE COPOLYMER,hair conditioning;hair fixing
VINYLBENZYLCYCLOHEXYL PROPIONAMIDE/VINYLBENZYL LACTOSYLLACTONAMIDE COPOLYMER,humectant
VINYLDIMETHICONE,viscosity controlling
VINYLDIMETHYL/TRIMETHYLSILOXYSILICATE,film forming
VINYLDIMETHYL/TRIMETHYLSILOXYSILICATE STEARYL DIMETHICONE CROSSPOLYMER,absorbent;bulking;film forming;viscosity controlling
VINYLDIMETHYL/TRIMETHYLSILOXYSILICATE/DIMETHICONE CROSSPOLYMER,film forming;skin conditioning - emollient;viscosity controlling
VINYLIDENE DIFLUORIDE,not reported
VINYLPYRIDINE/TETRAHYDRODIMETHYL-METHANO-INDENE,perfuming
VINYLSTYRENE,not reported
VINYLTRIETHOXYSILANE,film forming
VINYLTRIMETHYLSILYLOXY SILICATE,not reported
VIOLA CORSICA SEED EXTRACT,skin conditioning
VIOLA HAMILTONIANA EXTRACT,skin conditioning - humectant;skin conditioning - miscellaneous;skin protecting
VIOLA MANDSHURICA FLOWER EXTRACT,antioxidant;astringent
VIOLA MANDSHURICA FLOWER/SYRINGA VULGARIS/(SOLANUM MELONGENA/VITIS VINIFERA) FRUIT WATER,anti-sebum;antioxidant;skin conditioning;skin protecting
VIOLA ODORATA CALLUS POWDER,skin conditioning
VIOLA ODORATA EXTRACT,skin conditioning
VIOLA ODORATA FLOWER EXTRACT,fragrance
VIOLA ODORATA FLOWER WATER,flavouring;fragrance;perfuming
VIOLA ODORATA FLOWER/LEAF EXTRACT,fragrance;skin conditioning;tonic
VIOLA ODORATA LEAF CERA,fragrance
VIOLA ODORATA LEAF EXTRACT,fragrance
VIOLA ODORATA LEAF WAX,fragrance
VIOLA ODORATA OIL,fragrance;tonic
VIOLA PRIONANTHA POWDER,abrasive;fragrance;skin protecting
VIOLA TRICOLOR EXTRACT,skin conditioning - emollient;skin protecting;soothing
VIOLA TRICOLOR FLOWER JUICE,skin conditioning
VIOLA TRICOLOR FLOWER/LEAF/STEM WATER,fragrance
VIOLA YEDOENSIS EXTRACT,skin conditioning
VIOLACEIN,antimicrobial;antioxidant;colorant
VIPER VENOM,skin conditioning
VIROLA SEBIFERA NUT OIL,humectant;skin conditioning;skin conditioning - emollient
VIROLA SEBIFERA SEED POWDER,abrasive
VIROLA SURINAMENSIS SEED BUTTER,skin conditioning;skin conditioning - emollient
VIROLA SURINAMENSIS SHELL OIL,fragrance
VISCUM ALBUM,soothing
VISCUM ALBUM (MISTLETOE),not reported
VISCUM ALBUM EXTRACT,nail conditioning;skin conditioning;soothing
VISCUM ALBUM FRUIT EXTRACT,soothing
VISCUM ALBUM LEAF EXTRACT,soothing
VISNADINE,skin conditioning
VISNAGA VERA FRUIT EXTRACT,skin conditioning
VISNAGA VERA FRUIT/STEM EXTRACT,skin conditioning
VITEX AGNUS CASTUS EXTRACT,astringent
VITEX AGNUS CASTUS LEAF CELL EXTRACT,fragrance;skin protecting
VITEX AGNUS CASTUS LEAF OIL,fragrance
VITEX AGNUS-CASTUS EXTRACT,astringent
VITEX AGNUS-CASTUS FRUIT EXTRACT,skin conditioning
VITEX AGNUS-CASTUS FRUIT OIL,fragrance;skin conditioning
VITEX AGNUS-CASTUS LEAF CELL EXTRACT,flavouring;fragrance;skin protecting
VITEX AGNUS-CASTUS LEAF OIL,fragrance
VITEX NEGUNDO EXTRACT,skin conditioning
VITEX NEGUNDO FLOWER/LEAF/SEED OIL,anti-sebum;antioxidant;hair dyeing
VITEX NEGUNDO LEAF CELL EXTRACT,fragrance;skin protecting
VITEX ROTUNDIFOLIA CALLUS EXTRACT,antioxidant;skin conditioning;skin protecting
VITEX ROTUNDIFOLIA FRUIT OIL,humectant;skin conditioning;skin protecting
VITEX ROTUNDIFOLIA LEAF OIL,antioxidant
VITEX ROTUNDIFOLIA SEED EXTRACT,antioxidant;humectant;skin conditioning;skin protecting
VITEX TRIFOLIA EXTRACT,skin conditioning;skin protecting
VITEX TRIFOLIA FRUIT EXTRACT,skin conditioning
VITIS AMURENSIS ROOT EXTRACT,antimicrobial;antioxidant;hair conditioning;humectant;skin protecting
VITIS COIGNETIAE CALLUS CULTURE CONDITIONED MEDIA,skin conditioning
VITIS COIGNETIAE FRUIT EXTRACT,antioxidant;deodorant;humectant;skin conditioning;skin conditioning - emollient
VITIS COIGNETIAE SAP,antioxidant;humectant;skin conditioning
VITIS COIGNETIAE/VINIFERA SEED OIL,humectant
VITIS FICIFOLIA FRUIT EXTRACT,humectant
VITIS FICIFOLIA LEAF EXTRACT,humectant
VITIS FLEXUOSA STEM EXTRACT,humectant;skin conditioning
VITIS LABRUSCA FRUIT EXTRACT,skin conditioning
VITIS LABRUSCA FRUIT WATER,fragrance
VITIS LABRUSCA SEEDCAKE POWDER,astringent
VITIS LABRUSCA STEM EXTRACT,antioxidant;skin conditioning
VITIS LABRUSCA VINE SAP,humectant;skin conditioning
VITIS ROTUNDIFOLIA CALLUS EXTRACT,antioxidant
VITIS ROTUNDIFOLIA FRUIT EXTRACT,hair conditioning;skin conditioning
VITIS ROTUNDIFOLIA SEED EXTRACT,antioxidant;skin conditioning
VITIS VINIFERA,fragrance;skin protecting
VITIS VINIFERA BUD EXTRACT,skin conditioning
VITIS VINIFERA CALLUS CULTURE CONDITIONED MEDIA,antioxidant;skin protecting
VITIS VINIFERA CALLUS CULTURE EXTRACT,not reported
VITIS VINIFERA CALLUS EXTRACT,skin protecting
VITIS VINIFERA CALLUS POWDER,skin conditioning
VITIS VINIFERA FLOWER CELL EXTRACT,fragrance;skin protecting
VITIS VINIFERA FLOWER EXTRACT,fragrance;skin conditioning;skin conditioning - emollient
VITIS VINIFERA FRUIT CELL EXTRACT,skin conditioning
VITIS VINIFERA FRUIT EXTRACT,skin conditioning
VITIS VINIFERA FRUIT JUICE FERMENT LEES OIL,fragrance;perfuming
VITIS VINIFERA FRUIT MERISTEM CELL CULTURE,antioxidant;skin protecting
VITIS VINIFERA FRUIT POWDER,antioxidant;skin conditioning
VITIS VINIFERA FRUIT WATER,skin conditioning
VITIS VINIFERA JUICE,antioxidant;skin conditioning
VITIS VINIFERA JUICE EXTRACT,antioxidant;skin conditioning
VITIS VINIFERA LEAF CERA,skin protecting
VITIS VINIFERA LEAF EXTRACT,skin conditioning
VITIS VINIFERA LEAF OIL,fragrance
VITIS VINIFERA LEAF WATER,skin conditioning
VITIS VINIFERA LEAF WAX,not reported
VITIS VINIFERA LEAF/SEED/SKIN EXTRACT,antioxidant
VITIS VINIFERA ROOT EXTRACT,skin conditioning
VITIS VINIFERA SEED,skin conditioning
VITIS VINIFERA SEED EXTRACT,anti-seborrheic;antimicrobial;antioxidant;oral care;skin protecting;uv absorber
VITIS VINIFERA SEED OIL,skin conditioning;skin conditioning - emollient
VITIS VINIFERA SEED POWDER,skin conditioning - emollient
VITIS VINIFERA SEED/SKIN/STEM EXTRACT,antioxidant
VITIS VINIFERA SHOOT EXTRACT,antioxidant;skin protecting
VITIS VINIFERA SKIN EXTRACT,antioxidant
VITIS VINIFERA SKIN POWDER,antioxidant;skin conditioning
VITIS VINIFERA STEM EXTRACT,skin conditioning;skin protecting
VITIS VINIFERA VINE EXTRACT,skin conditioning
VITIS VINIFERA VINE SAP,skin conditioning
VITIS VINIFERA/LABRUSCA FRUIT EXTRACT,skin conditioning;skin conditioning - emollient
VITIS VINIFERA/LABRUSCA STEM EXTRACT,anti-sebum;humectant;skin protecting;solvent
VITREOSCILLA FERMENT,skin conditioning
VIVERRA CIVETTA,perfuming
VOACANGA AFRICANA SEED EXTRACT,skin protecting
VOANDZEIA SUBTERRANEA SEED EXTRACT,skin conditioning
VOLCANIC ASH,abrasive;absorbent;bulking
VOLCANIC ASH EXTRACT,skin conditioning
VOLCANIC ROCK,abrasive;antioxidant;binding;reducing
VOLCANIC ROCK EXTRACT,skin conditioning;skin conditioning - emollient
VOLCANIC ROCK POWDER,deodorant;humectant;skin protecting
VOLCANIC SAND,skin conditioning
VOLCANIC SOIL,skin conditioning
VOLCANIC SOIL EXTRACT,skin conditioning
VP/ACRYLATES/LAURYL METHACRYLATE COPOLYMER,hair fixing
VP/DIMETHICONYLACRYLATE/POLYCARBAMYL POLYGLYCOL ESTER,film forming
VP/DIMETHYLAMINOETHYLMETHACRYLATE COPOLYMER,binding;film forming;hair fixing
VP/DIMETHYLAMINOETHYLMETHACRYLATE/POLYCARBAMYL POLYGLYCOL ESTER,film forming
VP/DMAPA ACRYLATES COPOLYMER,hair fixing
VP/EICOSENE COPOLYMER,binding;film forming;viscosity controlling
VP/HEXADECENE COPOLYMER,binding;film forming;hair fixing;viscosity controlling
VP/METHACRYLAMIDE/VINYL IMIDAZOLE COPOLYMER,film forming;hair fixing
VP/POLYCARBAMYL POLYGLYCOL ESTER,film forming
VP/VA COPOLYMER,binding;film forming;hair fixing
VP/VINYL ALCOHOL COPOLYMER,film forming;hair fixing;humectant;viscosity controlling
VP/VINYL CAPROLACTAM/DMAPA ACRYLATES COPOLYMER,hair fixing
VULPIA MYUROS EXTRACT,antioxidant
WALTHERIA INDICA LEAF EXTRACT,skin conditioning
WASABIA JAPONICA FLOWER EXTRACT,humectant;skin protecting
WASABIA JAPONICA LEAF EXTRACT,antimicrobial
WASABIA JAPONICA ROOT EXTRACT,skin conditioning
WASABIA JAPONICA ROOT POWDER,skin conditioning
WASABIA JAPONICA ROOT/BRASSICA (JUNCEA/OLERACEA CAPITATA/OLERACEA ITALICA/OLERACEA BOTRYTIS/OLERACEA ACEPHALA) SPROUT EXTRACT,antioxidant
WATANABEA RENIFORMIS OIL,skin conditioning
WATER,antiplaque;skin conditioning;solvent
WATER BUFFALO HORN EXTRACT,humectant
WATERMELON SEED OIL PEG-8 ESTERS,skin conditioning;surfactant - emulsifying
WATERMELON SEED OIL POLYGLYCERYL-10 ESTERS,skin conditioning;surfactant - emulsifying
WATERMELON SEED OIL POLYGLYCERYL-6 ESTERS,skin conditioning;surfactant - emulsifying
WEDELIA CALENDULACEA EXTRACT,humectant;skin conditioning
WEISSELLA CIBARIA FERMENT LYSATE EXTRACT,humectant;skin conditioning;skin conditioning - emollient
WEISSELLA CONFUSA FERMENT EXTRACT FILTRATE,antioxidant
WELAN GUM,binding;emulsion stabilising;film forming;viscosity controlling
WHALE OIL,hair conditioning;skin conditioning;skin conditioning - emollient
WHEAT AMINO ACIDS,hair conditioning;skin conditioning;skin protecting;soothing
WHEAT GERM ACID,cleansing;skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
WHEAT GERM GLYCERIDES,refatting;skin conditioning;skin conditioning - emollient
WHEAT GERM OIL GLYCERETH-8 ESTERS,skin conditioning - emollient;surfactant - emulsifying
WHEAT GERM OIL PEG-40 BUTYLOCTANOL ESTERS,skin conditioning;skin conditioning - emollient
WHEAT GERM OIL PEG-8 ESTERS,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
WHEAT GERM OIL/PALM OIL AMINOPROPANEDIOL ESTERS,skin conditioning
WHEAT GERMAMIDE DEA,skin conditioning;surfactant - cleansing;surfactant - foam boosting;viscosity controlling
WHEAT GERMAMIDOPROPALKONIUM CHLORIDE,antistatic;hair conditioning
WHEAT GERMAMIDOPROPYL BETAINE,antistatic;cleansing;hair conditioning;skin conditioning;surfactant - cleansing;surfactant - foam boosting;viscosity controlling
WHEAT GERMAMIDOPROPYL DIMETHYLAMINE,antistatic;surfactant - cleansing
WHEAT GERMAMIDOPROPYL DIMETHYLAMINE LACTATE,antistatic;surfactant - cleansing
WHEAT GERMAMIDOPROPYL EPOXYPROPYLDIMONIUM CHLORIDE,antistatic;hair conditioning
WHEAT GERMAMIDOPROPYLAMINE OXIDE,antistatic;cleansing;hair conditioning;surfactant - cleansing;surfactant - foam boosting;surfactant - hydrotrope
WHEAT GERMAMIDOPROPYLDIMONIUM HYDROXYPROPYL HYDROLYZED OAT PROTEIN,antistatic;hair conditioning
WHEAT GERMAMIDOPROPYLDIMONIUM HYDROXYPROPYL HYDROLYZED WHEAT PROTEIN,antistatic;hair conditioning
WHEATGERMAMIDOPROPYL DIMETHYLAMINE HYDROLYZED COLLAGEN,antistatic;hair conditioning;skin conditioning
WHEATGERMAMIDOPROPYL DIMETHYLAMINE HYDROLYZED WHEAT PROTEIN,antistatic;hair conditioning;skin conditioning
WHEATGERMAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,antistatic;hair conditioning
WHEY,skin conditioning
WHEY FERMENT,skin conditioning
WHEY FILTRATE,skin conditioning
WHEY PROTEIN,hair conditioning;skin conditioning
WHOLE DRY DEER MILK,skin conditioning
WHOLE DRY GOAT MILK,skin conditioning
WHOLE DRY MILK,skin conditioning
WIDDROL,antimicrobial;antioxidant;hair conditioning;humectant;skin protecting
WILD BOAR OIL,humectant;skin protecting
WILD BOAR PLATELET EXTRACT,skin conditioning
WINE,skin conditioning
WINE EXTRACT,antioxidant
WISTERIA BRACHYBOTRYS LEAF EXTRACT,skin conditioning - emollient
WISTERIA SINENSIS EXTRACT,skin conditioning
WITHANIA SOMNIFERA CALLUS EXTRACT,skin conditioning;skin protecting
WITHANIA SOMNIFERA EXTRACT,skin conditioning
WITHANIA SOMNIFERA FLOWER EXTRACT,skin conditioning
WITHANIA SOMNIFERA LEAF EXTRACT,antimicrobial;antioxidant;bleaching;humectant;skin conditioning - emollient
WITHANIA SOMNIFERA LEAF/ROOT EXTRACT,skin conditioning
WITHANIA SOMNIFERA ROOT EXTRACT,skin conditioning
WITHANIA SOMNIFERA ROOT POWDER,skin conditioning
WOGONIN,bleaching
WOLFIPORIA EXTENSA/PRUNUS MUME FRUIT FERMENT LYSATE EXTRACT FILTRATE,antioxidant
WOLLASTONITE,abrasive
WOOD POWDER,abrasive;absorbent;bulking
WOODFORDIA FRUTICOSA FLOWER EXTRACT,skin conditioning
WOOL,hair conditioning;skin conditioning
WOOL CUTICLE AMINO ACIDS,hair conditioning;humectant;skin conditioning
WOOL POWDER,hair conditioning;skin conditioning
WRIGHTIA TINCTORIA LEAF OIL,anti-seborrheic;antimicrobial;hair conditioning
XANTHAN GUM,binding;emulsion stabilising;gel forming;skin conditioning;surfactant - cleansing;surfactant - emulsifying;viscosity controlling
XANTHAN GUM CROSSPOLYMER,skin conditioning;skin protecting
XANTHAN HYDROXYPROPYLTRIMONIUM CHLORIDE,hair conditioning;humectant;skin conditioning;viscosity controlling
XANTHINE,skin conditioning
XANTHIUM SIBIRICUM FRUIT EXTRACT,skin conditioning
XANTHIUM STRUMARIUM FRUIT EXTRACT,skin conditioning
XANTHOCERAS SORBIFOLIUM SEED OIL,antioxidant;skin conditioning
XANTHOHUMOL,skin conditioning
XANTHOPHYLLS,skin conditioning
XANTHOPTERIN,colorant
XANTHORRHOEA PREISSII LEAF OIL,fragrance
XENOTIME,binding;skin conditioning
XEROCHRYSUM BRACTEATUM EXTRACT,skin conditioning
XEROCHRYSUM BRACTEATUM FLOWER,skin conditioning
XEROCHRYSUM BRACTEATUM FLOWER EXTRACT,astringent;fragrance;hair conditioning;skin conditioning
XEROCHRYSUM BRACTEATUM FLOWER/LEAF/STEM,skin conditioning
XIMENIA AMERICANA BARK EXTRACT,skin protecting
XIMENIA AMERICANA SEED OIL,fragrance;skin conditioning - emollient
XIMENIA AMERICANA SEED OIL PEG-8 ESTERS,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
XIMENIA AMERICANA SEED OIL POLYGLYCERYL-6 ESTERS,skin conditioning;skin conditioning - emollient;surfactant - cleansing;surfactant - emulsifying
XYLARIA NIGRIPES FERMENT FILTRATE,antioxidant;skin conditioning
XYLENE,fragrance;perfuming;solvent
XYLENE DIISOCYANATE,not reported
XYLENE SULFONIC ACID,surfactant - cleansing;surfactant - hydrotrope
XYLITAN CAPRYLATE,skin conditioning;surfactant - cleansing;surfactant - emulsifying
XYLITAN SESQUICAPRYLATE,hair conditioning;surfactant - cleansing;surfactant - emulsifying
XYLITOL,humectant;skin conditioning
XYLITYL CAPRATE/CAPRYLATE,antimicrobial;emulsion stabilising;humectant;preservative;skin conditioning
XYLITYL CAPRYLATE,humectant;skin conditioning
XYLITYL COCOATE,emulsion stabilising;humectant;plasticiser;skin conditioning;skin conditioning - emollient;surfactant - emulsifying
XYLITYL PHOSPHATE,anti-seborrheic;deodorant
XYLITYL SESQUICAPRYLATE,antimicrobial;deodorant;humectant;skin conditioning;surfactant - cleansing;surfactant - emulsifying
XYLITYL UNDECYLENATE,humectant;skin conditioning
XYLITYLGLUCOSIDE,humectant;skin conditioning
XYLOBIOSE,humectant;skin conditioning
XYLOGLUCAN,humectant
XYLOPIA AETHIOPICA FRUIT EXTRACT,skin conditioning
XYLOSE,fragrance;humectant;skin conditioning
XYLYL BIS-BUTOXY PEG-3 CARBAMOYLTOLYLUREA,viscosity controlling
XYLYL DIBUTYLBENZOFURANONE,antioxidant
XYLYL PHENYLETHANE,solvent
XYMENYNIC ACID,skin conditioning;skin conditioning - emollient
YAK MILK,hair conditioning;humectant;skin conditioning
YARROWIA LIPOLYTICA EXTRACT,humectant;skin conditioning
YARROWIA LIPOLYTICA FERMENT LYSATE,humectant;skin conditioning
YARROWIA LIPOLYTICA OIL,skin conditioning;skin conditioning - emollient
YARROWIA/FISH SCALE/SKIN EXTRACT FERMENT LYSATE,humectant;skin conditioning
YEAST,skin conditioning
YEAST AMINO ACIDS,humectant
YEAST BETA-GLUCAN,film forming;skin conditioning;viscosity controlling
YEAST EXTRACT,skin conditioning;skin protecting
YEAST FERMENT EXTRACT,skin conditioning
YEAST PALMITATE,hair fixing;skin conditioning
YEAST POLYSACCHARIDES,film forming;skin conditioning;skin protecting;viscosity controlling
YELLOW 11,colorant
YOGURT,hair conditioning;skin protecting
YOGURT EXTRACT,hair conditioning;skin conditioning
YOGURT FILTRATE,hair conditioning;skin protecting
YOGURT POWDER,hair conditioning
YOKUININ,abrasive;skin conditioning
YOMOGI SUI,not reported
YOUNGIA SONCHIFOLIA CALLUS CULTURE CONDITIONED MEDIA,antioxidant;skin conditioning;skin protecting
YOUNGIA SONCHIFOLIA CALLUS CULTURE EXTRACT,antioxidant;skin conditioning;skin protecting
YTTRIUM OXIDE,not reported
YUCCA ALOIFOLIA LEAF/ROOT EXTRACT,fragrance;skin protecting
YUCCA BREVIFOLIA ROOT EXTRACT,skin conditioning
YUCCA FILAMENTOSA EXTRACT,fragrance
YUCCA FILAMENTOSA ROOT,skin protecting
YUCCA FILAMENTOSA ROOT EXTRACT,not reported
YUCCA GLAUCA ROOT EXTRACT,skin protecting
YUCCA SCHIDIGERA FRUIT,skin protecting
YUCCA SCHIDIGERA FRUIT JUICE,skin conditioning
YUCCA SCHIDIGERA LEAF/ROOT/STEM EXTRACT,cleansing;fragrance;skin protecting;surfactant - cleansing
YUCCA SCHIDIGERA ROOT EXTRACT,skin conditioning
YUCCA SCHIDIGERA STEM EXTRACT,cleansing;perfuming
YUCCA VERA LEAF/ROOT EXTRACT,fragrance;not reported
ZANTEDESCHIA AETHIOPICA CALLUS EXTRACT,antioxidant
ZANTEDESCHIA AETHIOPICA FLOWER EXTRACT,skin conditioning
ZANTEDESCHIA AETHIOPICA FLOWER/STEM EXTRACT,fragrance
ZANTEDESCHIA ELLIOTTIANA FLOWER EXTRACT,antioxidant
ZANTHOXYLUM ACANTHOPODIUM FRUIT OIL,fragrance
ZANTHOXYLUM ALATUM BARK EXTRACT,skin conditioning
ZANTHOXYLUM ALATUM FRUIT EXTRACT,fragrance;skin conditioning
ZANTHOXYLUM ALATUM FRUIT OIL,fragrance;oral care;skin conditioning
ZANTHOXYLUM AMERICANUM BARK EXTRACT,fragrance;skin conditioning
ZANTHOXYLUM AMERICANUM/CLAVA-HERCULES BARK EXTRACT,skin conditioning
ZANTHOXYLUM AVICENNAE BARK EXTRACT,skin conditioning
ZANTHOXYLUM BUNGEANUM BARK/FRUIT/FLOWER/STALK EXTRACT,skin conditioning
ZANTHOXYLUM BUNGEANUM FRUIT EXTRACT,skin conditioning
ZANTHOXYLUM BUNGEANUM FRUIT OIL,skin conditioning
ZANTHOXYLUM BUNGEANUM PERICARP EXTRACT,skin conditioning
ZANTHOXYLUM COREANUM BRANCH/LEAF EXTRACT,skin conditioning
ZANTHOXYLUM MYRIACANTHUM FRUIT EXTRACT,fragrance
ZANTHOXYLUM PIPERITUM BRANCH/LEAF EXTRACT,skin conditioning
ZANTHOXYLUM PIPERITUM FRUIT EXTRACT,skin conditioning
ZANTHOXYLUM PIPERITUM OIL,fragrance
ZANTHOXYLUM PIPERITUM PEEL EXTRACT,antimicrobial
ZANTHOXYLUM PIPERITUM PEEL WATER,astringent;fragrance;skin conditioning - miscellaneous;skin protecting
ZANTHOXYLUM RHETSA FRUIT EXTRACT,flavouring;fragrance
ZANTHOXYLUM SCHINIFOLIUM FRUIT EXTRACT,fragrance;perfuming
ZANTHOXYLUM SCHINIFOLIUM LEAF EXTRACT,skin conditioning
ZANTHOXYLUM ZANTHOXYLOIDES BARK EXTRACT,skin conditioning
ZANTHOXYLUM ZANTHOXYLOIDES BRANCH/LEAF EXTRACT,skin protecting
ZEA MAYS BRAN EXTRACT,skin conditioning
ZEA MAYS BUD/SEED EXTRACT,antioxidant
ZEA MAYS COB MEAL,abrasive;binding;bulking
ZEA MAYS COB POWDER,abrasive;binding
ZEA MAYS FRUIT,skin conditioning
ZEA MAYS GERM EXTRACT,skin conditioning
ZEA MAYS GERM OIL,skin conditioning;skin conditioning - emollient
ZEA MAYS GLUTEN PROTEIN,binding;bulking;hair conditioning;humectant;skin conditioning;skin conditioning - emollient
ZEA MAYS KERNEL EXTRACT,binding;bulking
ZEA MAYS KERNEL MEAL,abrasive;binding;bulking
ZEA MAYS LEAF EXTRACT,skin conditioning
ZEA MAYS OIL,fragrance;hair conditioning;perfuming;skin conditioning;surfactant - emulsifying
ZEA MAYS OIL UNSAPONIFIABLES,hair conditioning;skin conditioning;skin conditioning - emollient
ZEA MAYS SEED FLOUR,abrasive;absorbent;binding;bulking
ZEA MAYS SILK EXTRACT,skin conditioning
